train_acc,train_loss,val_acc,val_loss
0.5943099999999999,1.4091125,0.7565189873417721,0.8014142
0.7748700000000001,0.71915966,0.8017088607594937,0.60371226
0.81978,0.55428404,0.8300000000000001,0.4995741
0.8396699999999999,0.48175764,0.8483544303797468,0.4600633
0.8499300000000001,0.4394888,0.8562658227848101,0.41110593
0.8574700000000001,0.41569152,0.8629113924050635,0.39828312
0.8636199999999999,0.39703992,0.8658227848101264,0.38554433
0.8656299999999999,0.38439903,0.8588607594936708,0.3949841
0.8696200000000001,0.37308434,0.869367088607595,0.3725031
0.8714400000000001,0.3645201,0.8715189873417722,0.371513
0.87333,0.3573896,0.8732911392405063,0.35698986
0.8752900000000001,0.35151458,0.8689240506329116,0.36888355
0.87813,0.34562603,0.8756962025316457,0.34742337
0.8798299999999999,0.34052554,0.8779113924050633,0.347012
0.88154,0.33541125,0.8774683544303798,0.34172815
0.8826600000000001,0.3307442,0.8760759493670885,0.3435887
0.8830500000000001,0.32820126,0.8777215189873419,0.3371527
0.8843,0.3240902,0.8805696202531645,0.33392465
0.88463,0.32161817,0.8774050632911394,0.33694988
0.8858900000000001,0.3189085,0.8810759493670887,0.33833012
0.8876,0.3155498,0.8790506329113923,0.3407603
0.88717,0.31345642,0.8833544303797468,0.32969165
0.88823,0.3111671,0.8841772151898734,0.3289137
0.8883500000000001,0.30893788,0.885253164556962,0.32433948
0.8899099999999999,0.30662304,0.8851898734177216,0.33038935
0.89066,0.30440137,0.8829746835443038,0.3229134
0.8914500000000001,0.30281433,0.8822784810126583,0.33505926
0.8906700000000001,0.30140516,0.8793037974683543,0.33268794
0.89344,0.29942012,0.879746835443038,0.32812524
0.89298,0.29765624,0.8798101265822784,0.33448675
0.89237,0.2954728,0.8759493670886076,0.33784273
0.8937,0.29483384,0.8840506329113924,0.32619065
0.89417,0.29296,0.883101265822785,0.3193868
0.8946600000000001,0.29135275,0.8881012658227848,0.320111
0.8936499999999999,0.28979963,0.8820886075949366,0.32312146
0.8949600000000001,0.2898813,0.8830379746835444,0.32513255
0.89523,0.28756025,0.8863291139240508,0.31623802
0.89622,0.2865819,0.884240506329114,0.32510602
0.89585,0.28498057,0.8818987341772152,0.32062104
0.8973399999999999,0.28321785,0.8876582278481014,0.3209863
0.89751,0.28258142,0.8833544303797469,0.32232678
0.89736,0.28104883,0.8874050632911393,0.31493318
0.89904,0.27915716,0.884493670886076,0.3198739
0.8978400000000001,0.27899358,0.8867088607594938,0.32291466
0.8985,0.27728394,0.8872151898734177,0.3198169
0.8986300000000002,0.27737215,0.8868987341772152,0.31991875
0.89846,0.27568328,0.8877848101265824,0.3167723
0.8998200000000001,0.2747876,0.8831012658227848,0.320412
0.9005899999999999,0.27291054,0.8849999999999999,0.321834
0.9001600000000001,0.27235585,0.8831645569620254,0.32377553
0.89966,0.27167666,0.8841772151898734,0.325649
0.9004300000000001,0.27113673,0.8828481012658228,0.32549825
0.90105,0.2691653,0.8858860759493671,0.32324725
0.90178,0.26858002,0.8836708860759493,0.32178655
0.9013,0.26765546,0.8878481012658228,0.3156227
0.90251,0.26571813,0.8885443037974683,0.32130393
0.9031200000000001,0.26478955,0.8825949367088607,0.32552603
0.9031299999999999,0.26480904,0.8868354430379747,0.32213998
0.90277,0.26364386,0.8845569620253165,0.3207987
0.9037000000000001,0.2634527,0.8863291139240508,0.32017502
0.9040600000000001,0.2621496,0.8887974683544304,0.3201788
0.9043,0.2609995,0.8877215189873418,0.31835043
0.90427,0.25999013,0.8875316455696204,0.31634197
0.90374,0.26030546,0.8866455696202532,0.32580784
0.9045500000000001,0.25951,0.8830379746835444,0.32634977
0.90477,0.25866356,0.8894303797468353,0.31944114
0.90496,0.2574249,0.8870886075949365,0.32178512
0.9046000000000001,0.25667357,0.8853164556962027,0.32401198
0.9056600000000001,0.2552548,0.8879746835443039,0.32192987
0.90551,0.2548246,0.8868354430379747,0.32489312
0.90636,0.2539195,0.8870886075949367,0.32101238
0.9063999999999999,0.2540731,0.8874050632911393,0.32404548
0.90655,0.25294083,0.8865822784810128,0.3265047
0.90693,0.2523949,0.8858860759493671,0.32793784
0.90601,0.25130317,0.8867088607594936,0.32695234
0.90807,0.2505404,0.8837974683544303,0.33083424
0.90723,0.25082594,0.8845569620253164,0.32644093
0.90719,0.24891873,0.885253164556962,0.3299314
0.9073700000000001,0.24818292,0.89,0.3252044
0.9077999999999999,0.24770716,0.8860126582278481,0.32844716
0.9078800000000001,0.24755245,0.8820253164556963,0.33327422
0.90854,0.24646072,0.8858860759493673,0.33034742
0.9080300000000001,0.24671954,0.8840506329113924,0.3315714
0.9087000000000001,0.24559255,0.885759493670886,0.33232793
0.9098599999999999,0.24415597,0.8875949367088608,0.3265357
0.9089100000000001,0.24369612,0.8867721518987343,0.3264834
0.9093399999999999,0.24401128,0.8850000000000001,0.33228013
0.90964,0.2432847,0.8867088607594938,0.33560392
0.9095599999999999,0.24225686,0.8860759493670884,0.32751077
0.9094200000000001,0.24144651,0.8869620253164557,0.3261593
0.91046,0.24015413,0.8864556962025316,0.33206552
0.9108999999999999,0.2405887,0.8849999999999999,0.3322985
0.90995,0.2393456,0.8856329113924051,0.3374992
0.91077,0.23841165,0.8832278481012659,0.3398939
0.91185,0.23732547,0.8844303797468355,0.33785567
0.9111399999999998,0.23801069,0.8843037974683546,0.3323203
0.91146,0.23722531,0.8882911392405065,0.33310387
0.91172,0.23626001,0.8845569620253164,0.33949873
0.9112,0.23552689,0.8860126582278481,0.33199984
0.91167,0.23521863,0.8854430379746834,0.33495325
