train_acc,train_loss,val_acc,val_loss
0.59385,1.4118701,0.7537974683544303,0.80568165
0.77477,0.71875876,0.8065189873417722,0.59207195
0.81996,0.5547331,0.8268354430379747,0.50910026
0.8386699999999999,0.4852908,0.8462658227848102,0.46717787
0.8490599999999999,0.44390723,0.8547468354430381,0.41692275
0.8560099999999999,0.42028484,0.8589240506329112,0.40073806
0.86236,0.3999896,0.8640506329113923,0.3940463
0.865,0.38662085,0.8560759493670885,0.39955857
0.86918,0.37497887,0.8694936708860759,0.3724724
0.8711800000000001,0.36627966,0.8699367088607595,0.38193235
0.8723099999999999,0.35881537,0.8745569620253165,0.35721084
0.87533,0.35323146,0.8720886075949367,0.3651668
0.8773299999999999,0.34698176,0.8765189873417722,0.34736624
0.8792000000000001,0.3415008,0.8765822784810124,0.35034892
0.87994,0.33731097,0.8802531645569621,0.33979163
0.8826100000000001,0.3317408,0.8764556962025317,0.344737
0.88285,0.3291661,0.8786708860759492,0.3381043
0.8846300000000001,0.3252426,0.8800000000000001,0.33514982
0.88475,0.32267708,0.8782911392405062,0.33846414
0.8856700000000001,0.32013342,0.8830379746835442,0.34029728
0.8862000000000001,0.3172799,0.8793037974683545,0.3411675
0.8873199999999999,0.3148199,0.885253164556962,0.32722464
0.88736,0.312542,0.8831012658227846,0.32961327
0.8878299999999999,0.3110019,0.8849367088607595,0.325783
0.88912,0.30852678,0.8860759493670886,0.33008006
0.88971,0.30585003,0.8830379746835444,0.32494208
0.89037,0.30448186,0.8801898734177215,0.33897215
0.89048,0.30278778,0.880379746835443,0.3321616
0.8914500000000001,0.3007068,0.8808227848101265,0.33020744
0.8915599999999999,0.2990625,0.880632911392405,0.33265337
0.8925800000000002,0.29685393,0.8747468354430379,0.3396196
0.89253,0.2959381,0.8824050632911392,0.32766256
0.89344,0.29483318,0.8837341772151899,0.32120398
0.89271,0.29321057,0.8859493670886075,0.31949967
0.89358,0.2914019,0.8808860759493672,0.32927018
0.8940699999999999,0.29146644,0.8834810126582276,0.32550818
0.8943000000000001,0.28922403,0.8858227848101267,0.31777915
0.89485,0.28854138,0.8836708860759493,0.32584584
0.8956,0.28636032,0.884873417721519,0.31906745
0.89652,0.28557196,0.8870253164556963,0.32389545
0.8968100000000001,0.28411642,0.8827848101265824,0.32446602
0.89678,0.2828749,0.88873417721519,0.31651008
0.8981,0.2810805,0.885253164556962,0.32198226
0.8971500000000001,0.28103298,0.8851265822784812,0.3269758
0.89828,0.27899688,0.8853797468354433,0.3231795
0.89819,0.27935377,0.8845569620253164,0.3218603
0.8986500000000001,0.27732435,0.885126582278481,0.31915426
0.89889,0.27685058,0.884367088607595,0.31976318
0.89946,0.27506027,0.8843037974683546,0.32176918
0.8986500000000001,0.27447543,0.8837974683544305,0.32445404
0.8990900000000001,0.27335796,0.8843670886075948,0.33005467
0.89997,0.2727478,0.8835443037974683,0.32691476
0.9006299999999999,0.27071115,0.8862658227848101,0.3264503
0.90077,0.2702996,0.8858227848101264,0.32153514
0.9005700000000001,0.2699705,0.8867721518987343,0.3171038
0.9015,0.2675911,0.8867088607594936,0.32198858
0.90298,0.2661097,0.8801265822784808,0.3296082
0.90139,0.26608536,0.8858227848101267,0.325192
0.90252,0.2652199,0.8849367088607596,0.32293084
0.90311,0.2651421,0.8850000000000001,0.32143003
0.9033,0.2633899,0.8876582278481012,0.32077134
0.90288,0.2629253,0.8878481012658229,0.3183424
0.90354,0.2618468,0.8881645569620252,0.31605294
0.90344,0.26111212,0.8834177215189872,0.32939753
0.9035299999999999,0.2609995,0.8840506329113924,0.3249858
0.90386,0.26004255,0.8870886075949367,0.328034
0.90466,0.25844845,0.8881645569620253,0.3221957
0.90465,0.25799417,0.885379746835443,0.32246944
0.9048200000000001,0.2562984,0.8868354430379747,0.32416743
0.9047000000000001,0.2559059,0.8860759493670886,0.32926893
0.90554,0.25522938,0.8901898734177216,0.3219814
0.9057799999999999,0.2551102,0.8870253164556963,0.32562777
0.90544,0.254491,0.8867088607594938,0.3318844
0.9062100000000001,0.2531864,0.8853164556962025,0.33491853
0.90561,0.25337833,0.8870253164556963,0.3269893
0.90699,0.2518461,0.8836075949367089,0.32619756
0.90696,0.25102338,0.885253164556962,0.32978034
0.90719,0.24957553,0.8867088607594938,0.33103532
0.90761,0.24879779,0.8790506329113925,0.3435873
0.9075,0.24810337,0.8831645569620252,0.33357438
0.9070499999999999,0.24834725,0.8847468354430379,0.33017513
0.9077999999999999,0.24724643,0.8858860759493673,0.3349638
0.90705,0.24683629,0.8812025316455697,0.3390921
0.90831,0.24588886,0.8872784810126582,0.33226198
0.90879,0.2448244,0.8868987341772152,0.32967937
0.9086899999999999,0.24458373,0.8841139240506329,0.33724266
0.9089700000000001,0.24420775,0.884367088607595,0.33433104
0.9092,0.24297948,0.8869620253164556,0.33662584
0.90908,0.24284735,0.8871518987341773,0.33295605
0.90964,0.24195847,0.8850632911392408,0.33001336
0.9095799999999999,0.2409829,0.8874683544303795,0.3343003
0.9100499999999999,0.24072897,0.8849367088607595,0.33504033
0.9101,0.23954476,0.886012658227848,0.3391995
0.91027,0.23879965,0.8820886075949366,0.34391755
0.9116700000000001,0.23675503,0.884493670886076,0.33800325
0.9112,0.23742856,0.8849999999999999,0.33260086
0.9106600000000001,0.23707533,0.8875316455696202,0.33618602
0.91141,0.23625532,0.8842405063291138,0.33619753
0.91214,0.23563801,0.8862658227848101,0.3332477
0.9118699999999998,0.23483892,0.8831012658227846,0.3417314
